Model,Training,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,34,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.012577909,0.996183336,0.02925065,0.992299974,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,35,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.011887988,0.995850027,0.02973881,0.992799997,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,36,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.011728823,0.995983362,0.028764447,0.992900014,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,37,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.010562591,0.996550024,0.027613901,0.993399978,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,38,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.011414426,0.996283352,0.029036807,0.993099988,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,39,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.010024614,0.996683359,0.030525126,0.992999971,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,40,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.010808295,0.996433318,0.029887296,0.992799997,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,41,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.010753675,0.996483326,0.028324792,0.992799997,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,42,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.010221168,0.996333361,0.027825195,0.992600024,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,43,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.009076154,0.996900022,0.031942405,0.992399991,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,44,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.00935757,0.99666667,0.032361567,0.9921,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,45,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.008583788,0.997250021,0.02953667,0.993399978,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,46,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.008082312,0.997383356,0.029337268,0.992900014,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,47,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.008363562,0.997533321,0.034396406,0.992399991,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,48,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.007212749,0.997783363,0.032014221,0.992200017,,,2021-10-27-17:16:46
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7faff5113070>,2,tensorflow,hymenoptera,49,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7faff5114970>,,0.007462074,0.997500002,0.03169385,0.992299974,,,2021-10-27-17:16:46
